dns_time_ms,tcp_connect_ms,tls_time_ms,rtt_ms,http_status,response_size,time_of_day,domain_category,response_time_ms
1.587,68.273,75.219,30.63,200,32724,210150,com,456.211
12.362,47.778,59.585,30.5,200,32724,210150,com,370.237
18.081,54.73,51.35,32.19,200,32723,210151,com,438.708
5.77,37.105,58.584,30.82,200,32724,210151,com,395.981
10.826,45.965,53.191,31,200,32723,210152,com,377.581
45.016,71.526,39.441,28.79,200,185920,210153,com,975.679
4.861,30.402,29.99,29.31,200,1386506,210155,com,1451.281
12.267,39.669,33.265,30.02,200,186754,210156,com,964.106
16.326,44.229,53.786,32.77,200,185350,210157,com,830.133
14.598,46.716,48.758,27.79,200,187583,210158,com,1031.404
12.592,38.42,39.901,27.22,200,186267,210159,com,1088.385
11.714,36.072,44.525,30.11,200,184253,210200,com,956.316
5.87,36.197,35.684,28.65,200,185036,210201,com,887.044
11.46,44.637,42.972,29.19,200,185572,210202,com,948.646
15.091,42.143,39.136,28.12,200,184432,210203,com,1126.724
39.173,85.499,97.08,27.21,200,85096,210204,com,414.929
6.18,30.9,57.679,28.53,200,85003,210204,com,236.267
5.589,39.305,65.245,27.95,200,85133,210205,com,256.859
9.872,41.815,49.25,31.84,200,84893,210205,com,251.617
15.703,45.661,51.965,31.07,200,84998,210205,com,270.857
3.52,32.026,49.533,28.98,200,84892,210206,com,235.812
7.972,53.461,45.975,37.05,200,84989,210206,com,271.897
1.746,48.404,80.815,40.64,200,85049,210207,com,318.689
46.382,71.882,41.749,28.99,200,68783,210208,com,325.279
1.778,47.536,53.821,27.64,200,68751,210208,com,324.516
14.706,45.112,39.73,27.77,200,68783,210209,com,276.045
13.043,43.279,52.537,30.09,200,68816,210209,com,295.681
12.334,36.988,35.746,29.12,200,68670,210209,com,264.082
4.443,33.253,41.079,29.15,200,68933,210210,com,297.749
3.477,36.52,51.717,29.65,200,69775,210210,com,298.112
13.936,41.198,39.43,30.05,200,68876,210211,com,398.869
2.384,36.939,49.412,32.25,200,68796,210211,com,343.357
9.644,36.039,56.902,30.65,200,68641,210212,com,286.941
1.727,34.875,55.243,25.25,200,882392,210212,com,481.911
3.458,29.042,57.112,26.11,200,881151,210213,com,444.441
12.009,45.693,81.269,27.39,200,880273,210214,com,525.526
11.967,42.373,54.542,29.19,200,879623,210214,com,497.505
12.939,41.203,45.153,25.91,200,878199,210215,com,420.82
12.006,58.333,50.355,35.07,200,880816,210215,com,472.16
11.845,38.603,55.585,26.7,200,880141,210216,com,477.749
13.951,41.774,54.984,32.39,200,879324,210217,com,527.823
16.661,40.908,58.855,28.95,200,881308,210217,com,519.225
13.555,37.433,46.339,27.63,200,880669,210218,com,1035.442
39.579,86.751,41.69,26.96,200,277612,210219,com,795.96
15.08,61.241,41.667,31.97,200,277608,210220,com,597.502
16.807,54.397,53.267,27.99,200,277604,210221,com,716.959
7.948,33.783,31.249,26.18,200,277716,210221,com,567.628
13.738,42.568,37.222,25.52,200,277585,210222,com,691.42
12.084,39.776,37.74,33.08,200,277611,210224,com,1103.833
10.321,38.295,32.71,29.54,200,277581,210224,com,591.374
13.886,289.379,31.82,25.91,200,277577,210225,com,939.329
6.811,32.365,34.729,26.05,200,277577,210226,com,699.728
43.909,156.713,39.88,82.81,200,143,210228,com,319.315
1.641,141.697,143.224,69.8,200,143,210230,com,385.261
12.177,37.607,39.999,22.8,200,143,210231,com,106.998
9.746,38.145,65.448,22.9,200,143,210231,com,136.92
7.834,36.415,45.622,26.95,200,143,210231,com,114.084
12.008,43.383,60.817,25.06,200,143,210231,com,146.33
42.377,149.724,72.074,56.76,200,120361,210232,org,566.983
3.594,65.577,70.358,61.67,200,120361,210233,org,399.558
4.405,74.859,90.845,59.76,200,120361,210234,org,402.976
7.77,64.788,73.046,57.34,200,120361,210234,org,390.686
12.651,146.891,98.441,55.36,200,120361,210235,org,537.303
9.922,67.198,69.406,54.56,200,120361,210236,org,379.727
7.117,65.812,73.183,57.5,200,120361,210236,org,394.08
13.628,91.47,95.75,54.19,200,120361,210237,org,427.887
16.108,80.387,72.239,56.1,200,120361,210237,org,406.697
12.321,89.044,67.671,60.82,200,120361,210238,org,391.19
38.729,84.868,85.936,28.22,200,201253,210239,com,375.201
12.324,43.988,64.708,27.4,200,201253,210239,com,331.264
2.105,32.478,87.175,26.57,200,201253,210239,com,323.472
16.765,62.915,64.997,25.51,200,201253,210240,com,328.396
16.404,44.166,69.696,26.06,200,201253,210240,com,289.417
10.609,37.137,70.949,25.98,200,201253,210241,com,255.486
3.197,32.407,79.417,27.73,200,201253,210241,com,345.397
14.176,39.08,63.351,26.44,200,201253,210241,com,257.815
1.955,37.252,71.112,26.41,200,201253,210242,com,264.772
15.307,41.251,59.465,29.06,200,201253,210242,com,367.3
38.977,281.636,252.889,263.69,200,164642,210245,org,1657.016
18.697,285.531,275.218,264.8,200,164642,210248,org,1780.488
12.474,276.99,263.409,268.61,200,164642,210251,org,1721.104
4.059,268.889,278.223,265.55,200,164642,210303,org,1766.394
6.815,318.92,272.079,275.67,200,164642,210307,org,1963.818
15.099,3310.176,752.591,696.4,200,164642,210320,org,6279.297
44.648,72.48,43.495,29.21,200,254738,210321,com,288.662
8.63,54.298,35.553,30.14,200,254738,210321,com,240.813
15.199,40.884,39.248,31.49,200,254738,210321,com,254.711
2.71,34.923,33.412,28.51,200,254738,210322,com,230.581
12.237,38.396,39.992,29.64,200,254738,210322,com,230.983
14.853,60.58,35.393,31.41,200,254738,210322,com,247.534
8.798,39.721,48.576,29.18,200,254738,210323,com,236.403
13.455,39.547,37.488,30.18,200,254738,210323,com,234.114
9.88,43.985,47.21,29.46,200,254738,210324,com,232.766
42.344,71.819,46.092,29.45,200,51133,210326,net,2528.566
4.086,45.797,45.138,27.71,200,51133,210327,net,441.698
4.107,29.039,39.79,28.15,200,51133,210328,net,418.251
14.804,49.882,60.066,25.63,200,51133,210328,net,462.15
16.001,110.299,48.114,81.91,200,51133,210330,net,691.139
13.523,39.941,95.224,31.7,200,51133,210333,net,616.086
10.226,55.85,65.781,30.23,200,51133,210333,net,478.658
29.642,88.157,67.591,57.46,200,48673,210334,org,292.091
2.716,70.157,60.642,55.59,200,48673,210334,org,246.214
12.018,67.082,63.114,56.52,200,48673,210335,org,254.24
12.591,90.249,65.032,55.25,200,48673,210335,org,279.143
11.97,73.328,72.306,58.8,200,48673,210336,org,262.58
6.789,63.178,82.144,58.92,200,48673,210336,org,263.358
2.37,64.407,84.133,56.93,200,48673,210337,org,273.834
13.251,91.03,86.449,56.39,200,48673,210337,org,305.242
5.454,61.892,63.918,55.3,200,48673,210338,org,245.997
3.895,59.823,62.386,57.44,200,48673,210338,org,249.557
48.245,126.59,102.101,73.78,200,573519,210339,com,776.475
2.699,77.096,88.203,74.64,200,573520,210340,com,672.617
11.025,88.056,86.492,79.98,200,573519,210341,com,777.792
15.37,88.244,86.792,79.99,200,573518,210342,com,687.442
5.436,82.838,94.743,79.29,200,573519,210343,com,733.307
18.166,91.597,81.25,73.54,200,573519,210344,com,752.084
14.741,94.343,82.244,79.82,200,573518,210345,com,701.092
14.626,89.114,81.866,77.93,200,573519,210346,com,697.965
13.886,92.043,85.108,75.17,200,573518,210347,com,696.872
5.772,84.457,81.592,74.28,200,573518,210348,com,751.784
43.726,121.384,89.289,56.62,200,543505,210351,net,2158.086
14.09,71.184,68.929,55.89,200,543505,210352,net,1026.295
6.745,65.976,77.429,59.14,200,543505,210353,net,894.198
8.697,96.903,68.204,55.41,200,543506,210355,net,1666.825
18.87,75.652,64.968,61.86,200,543506,210356,net,914.103
37.226,95.844,65.412,59.15,200,543506,210357,net,875.216
12.511,71.474,83.026,59.83,200,543506,210359,net,1038.647
16.176,79.093,69.31,58.37,200,543504,210400,net,870.716
12.068,90.371,71.002,56.29,200,543505,210401,net,916.964
51.182,107.139,72.723,55.5,200,543504,210402,net,1205.298
177.291,269.187,140.169,36.32,200,32736,107,com,737.255
12.475,52.416,55.572,30.09,200,32736,107,com,388.433
15.937,43.132,39.618,30.55,200,32735,108,com,343.299
11.539,40.973,37.624,33.19,200,32737,108,com,340.729
18.231,49.884,40.028,36.08,200,32735,111,com,363.349
9.561,38.336,40.321,29.33,200,32736,112,com,338.824
15.612,47.164,38.267,28.25,200,32736,112,com,349.892
14.502,44.538,37.829,31.18,200,32736,113,com,351.323
27.473,54.217,56.756,28.99,200,2162,114,com,681.71
7.139,30.87,33.901,27.42,200,2162,115,com,587.39
6.816,33.518,30.707,29.98,200,2162,116,com,755.855
11.935,57.283,68.047,27.31,200,185753,117,com,993.416
11.223,36.506,72.39,31.52,200,187584,118,com,1106.761
9.137,38.172,38.525,27.15,200,187149,120,com,960.702
12.906,43.014,51.158,29.62,200,183238,121,com,870.46
7.57,39.115,45.752,27.69,200,186175,122,com,1124.896
17.332,44.892,32.02,28.07,200,187316,123,com,888.007
43.503,72.774,62.822,34.35,200,85122,124,com,278.916
15.079,46.707,50.248,28.78,200,84985,124,com,266.847
7.931,53.78,58.063,29.42,200,85161,125,com,240.358
8.957,32.97,58.11,28.32,200,84936,126,com,221.718
12.34,42.855,69.185,28.84,200,84964,126,com,261.402
6.187,44.44,61.175,31.78,200,85062,126,com,249.899
3.514,41.079,47.075,29.17,200,84963,127,com,243.308
12.75,38.793,56.303,28.09,200,84999,127,com,247.17
38.742,65.912,40.715,29.36,200,68781,128,com,398.275
1.163,36.787,45.932,30.51,200,68827,128,com,320.542
7.215,54.805,39.182,29.14,200,68571,128,com,317.64
4.994,31.76,32.818,28.57,200,68896,129,com,331.157
6.183,38.973,49.63,35.6,200,68539,129,com,329.48
1.186,63.474,66.672,32.66,200,68701,130,com,372.156
10.766,38.799,39.763,26.43,200,68608,130,com,287.667
5.614,32.654,41.157,27.87,200,68666,131,com,288.024
10.358,36.15,34.861,33.15,200,68835,131,com,322.48
46.691,83.732,112.891,29.97,200,878257,132,com,592.405
1.581,27.776,56.418,26.28,200,881010,133,com,454.102
12.438,40.867,49.718,28.58,200,881660,134,com,586.239
5.559,34.127,67.36,26.76,200,880275,134,com,550.375
15.514,45.239,50.709,25.73,200,880352,135,com,474.036
5.235,30.145,44.449,26.43,200,880569,135,com,477.138
10.25,36.009,55.384,25.78,200,876704,136,com,500.548
5.495,33.006,56.457,29.13,200,881476,137,com,493.953
13.854,44.682,63.393,30.52,200,878601,137,com,535.554
14.838,47.968,49.192,28.44,200,880313,138,com,604.218
37.269,71.949,44.503,31.33,200,277607,139,com,665.566
7.445,34.493,78.948,25.8,200,277601,140,com,707.358
6.647,415.095,213.774,196.28,200,277568,144,com,1874.884
9.38,113.63,39.307,28.01,200,277577,145,com,892.221
10.841,39.235,32.429,29.31,200,277576,146,com,641.552
1.843,48.882,40.404,25.01,200,277605,146,com,663.093
10.545,39.616,39.499,27.41,200,277576,147,com,705.548
16.475,52.892,33.197,32.08,200,277610,148,com,1053.758
14.507,39.831,31.947,26.58,200,277606,150,com,1029.706
36.893,63.227,46.758,25.78,200,143,150,com,138.715
13.729,39.255,38.818,24.36,200,143,150,com,108.343
7.815,36.017,36.651,25.6,200,143,150,com,113.317
4.332,33.344,38.148,24.75,200,143,150,com,100.55
3.16,35.298,37.25,23.35,200,143,151,com,108.529
14.89,61.145,44.405,24.17,200,143,151,com,142.26
4.65,34.333,52.199,24.44,200,143,151,com,114.458
8.501,39.058,35.884,24.12,200,143,151,com,109.686
0.931,30.412,40.157,25.02,200,143,152,com,100.555
1.682,34.436,44.199,23.87,200,143,152,com,108.694
45.625,106.052,70.612,65.36,200,120361,152,org,399.592
5.823,64.449,66.728,59.08,200,120361,153,org,363.252
10.379,68.85,66.077,56.15,200,120361,154,org,367.722
9.895,67.64,69.382,56.98,200,120361,154,org,382.813
5.13,68.458,75.099,59.41,200,120361,156,org,385.256
27.468,81.383,68.612,57.33,200,120361,156,org,386.624
16.336,72.565,88.399,57.93,200,120361,157,org,380.308
8.766,66.814,64.852,54.79,200,120361,157,org,369.261
10.8,69.289,81.74,55.37,200,120361,158,org,403.971
36.333,67.985,73.334,31.1,200,201253,158,com,316.154
9.93,40.994,61.268,28,200,201253,159,com,317.828
6.121,46.696,72.54,29.32,200,201253,159,com,318.851
2.015,28.71,71.454,27.64,200,201253,200,com,241.867
4.114,32.114,85.037,27.56,200,201253,200,com,294.31
1.814,179.454,163.889,77.3,200,201253,201,com,795.266
6.417,143.692,150.037,64.4,200,201253,204,com,1417.657
9.396,127.656,134.128,82.14,200,201253,205,com,751.616
14.754,61.503,210.711,27.24,200,201253,206,com,1037.671
44.822,302.359,273.95,239.66,200,164650,209,org,1778.946
2.503,268.105,268.178,240.12,200,164650,212,org,1709.015
14.265,279.635,262.865,240.89,200,164650,214,org,1746.19
15.544,272.957,266.715,241.8,200,164650,217,org,1747.07
4.371,269.828,268.512,243.4,200,164650,220,org,1734.286
7.557,280.779,271.246,238.63,200,164650,222,org,1763.738
3.628,265.74,265.117,239.05,200,164650,225,org,1732.784
6.48,269.32,276.635,239.09,200,164650,228,org,1766.314
14.167,274.401,271.231,246.04,200,164650,231,org,1722.28
9.529,248.877,252.371,240.41,200,164650,233,org,1587.002
33.88,59.76,44.589,28.43,200,254738,234,com,287.201
2.201,24.154,46.029,23.5,200,254738,234,com,197.663
7.979,36.006,37.991,25.43,200,254738,234,com,310.716
11.89,35.895,32.296,29.25,200,254738,235,com,199.83
14.397,53.192,45.155,26.35,200,254738,235,com,239.527
9.186,39.275,42.929,24.07,200,254738,235,com,295.145
3.184,29.651,40.516,24.19,200,254738,236,com,223.955
5.676,42.995,44.853,26.33,200,254738,236,com,256.259
2.086,25.185,33.683,24.53,200,254738,236,com,231.075
10.586,41.246,34.292,37.72,200,254738,237,com,245.432
46.81,73.734,43.128,26.62,200,51133,238,net,945.482
7.055,33.141,56.653,31.78,200,51133,238,net,394.568
15.667,63.608,50.521,27.37,200,51133,239,net,423.967
12.055,39.813,54.417,30.83,200,51133,239,net,405.69
8.288,54.326,50.356,27.57,200,51133,240,net,423.711
3.442,49.417,45.572,27.92,200,51133,240,net,405.101
15.144,51.307,44.701,27.63,200,51133,241,net,408.719
10.211,36.673,39.565,27.02,200,51133,241,net,377.89
6.936,31.239,42.589,25.93,200,51133,242,net,377.259
6.296,42.528,41.017,34.95,200,51133,243,net,412.779
60.302,118.754,66.262,64.8,200,48673,243,org,317.836
6.183,63.281,63.458,60.47,200,48673,244,org,248.973
8.686,73.652,84.998,61.04,200,48673,244,org,293.056
12.869,69.606,71.801,58.18,200,48673,245,org,270.642
6.457,65.096,66.574,56.52,200,48673,245,org,258.332
10.993,65.111,64.634,57.09,200,48673,246,org,260.617
14.596,72.313,69.018,58.61,200,48673,247,org,260.363
15.5,68.177,63.527,58.94,200,48673,247,org,241.222
3.47,62.551,63.3,56.73,200,48673,248,org,248.261
40.785,115.449,84.965,75.36,200,573580,249,com,692.099
12.996,94.975,82.382,74.46,200,573579,250,com,692.526
7.09,77.767,79.69,72.08,200,573579,251,com,682.676
4.016,80.501,82.705,71.39,200,573580,252,com,672.919
8.628,79.462,79.58,77.43,200,573579,253,com,709.277
14.702,94.757,88.295,72.9,200,573579,254,com,701.502
14.638,89.53,91.93,71.94,200,573580,255,com,719.114
12.6,93.351,91.569,70.96,200,573580,256,com,729.241
10.595,91.06,83.45,71.65,200,573579,257,com,755.633
7.646,86.5,87.334,76.31,200,573580,258,com,691.925
35.432,91.26,68.535,56.12,200,543505,259,net,862.818
1.249,57.975,62.943,57.63,200,543506,300,net,810.125
6.261,158.721,124.45,96.45,200,543505,304,net,1475.1
10.621,178.612,170.566,130.67,200,543505,306,net,1627.061
19.73,75.233,69.725,55.88,200,543506,307,net,1059.717
4.703,73.99,62.307,63.24,200,543505,309,net,1090.453
40.777,105.038,65.974,56.64,200,543505,310,net,962.115
5.669,62.02,64.642,57.81,200,543505,311,net,939.236
1.616,60.526,62.764,60.34,200,543505,312,net,1093.045
35.133,63.447,60.594,34.67,200,32697,70040,com,402.016
2.746,33.056,33.308,32.5,200,32698,70040,com,314.548
13.427,37.979,30.535,32.22,200,32698,70042,com,344.309
6.574,33.276,30.97,32.64,200,32698,70042,com,317.676
11.579,57.826,33.57,32.45,200,32697,70042,com,333.341
2.01,36.223,42.642,33.43,200,32697,70043,com,330.56
114.207,138.869,46.257,29.95,200,185005,70045,com,1126.161
11.932,36.419,31.854,29.75,200,184442,70046,com,935.842
9.981,39.758,35.647,31.71,200,185030,70047,com,846.519
13.802,40.593,40.102,29.12,200,185298,70048,com,844.433
14.417,47.637,49.876,29.34,200,185434,70049,com,998.016
3.997,33.13,42.13,30.83,200,186199,70051,com,1219.748
13.705,46.158,64.02,30.4,200,187838,70052,com,1002.339
14.076,46.892,34.772,29.05,200,186395,70053,com,1090.547
5.884,29.555,40.769,29.48,200,185819,70054,com,912.335
2.129,31.901,38.09,29.93,200,186297,70055,com,839.445
33.022,65.628,71.352,27.76,200,85179,70055,com,283.112
8.076,41.672,46.981,28.24,200,85023,70056,com,227.707
8.371,35.275,54.659,26.55,200,84849,70056,com,304.348
1.681,30.791,55.217,27.08,200,85023,70056,com,243.64
7.212,31.788,57.222,26.96,200,85128,70057,com,218.285
4.374,31.73,53.513,26.72,200,85029,70057,com,233.609
4.025,32.658,54.709,28.98,200,84882,70057,com,219.663
5.303,47.453,95.481,42.92,200,84994,70058,com,295.335
3.071,41.41,72.181,27.61,200,84954,70059,com,253.227
41.829,71.996,57.81,37.38,200,68806,70059,com,363.405
8.515,31.922,31.012,28.26,200,68573,70100,com,243.849
9.069,37.526,37.364,27.44,200,68662,70100,com,326.968
9.015,40.765,38.499,27.64,200,68711,70100,com,260.271
8.363,33.751,41.956,28.17,200,68538,70101,com,255.572
12.747,43.709,39.917,28.05,200,68880,70101,com,266.495
10.712,48.158,45.769,30.31,200,68890,70102,com,390.607
26.141,69.372,71.079,27.71,200,68601,70102,com,578.675
5.068,38.01,39.252,32.46,200,68691,70103,com,296.189
12.197,57.345,53.63,28.37,200,68663,70103,com,298.436
15.818,47.985,69.408,28.82,200,877233,70104,com,394.066
18.131,46.513,53.069,31.01,200,873936,70104,com,429.261
4.118,33.07,55.95,27.92,200,878093,70105,com,378.379
8.832,38.484,68.884,31.08,200,877632,70105,com,431.43
9.879,37.524,54.183,30.04,200,880897,70106,com,406.124
11.135,42.358,64.816,29.26,200,872237,70106,com,393.393
11.449,38.334,55.652,28.42,200,882723,70107,com,383.555
4.591,31.22,56.141,28.63,200,881402,70107,com,387.402
11.957,37.734,56.338,27.57,200,878214,70108,com,405.784
15.305,39.185,58.631,27.96,200,881034,70108,com,386.178
42.812,70.484,229.94,28.33,200,277720,70109,com,770.316
10.915,38.172,40.001,27.12,200,277568,70110,com,644.439
1.069,30.212,37.556,27.97,200,277746,70111,com,577.093
12.537,44.454,36.216,29.87,200,277596,70111,com,554.603
9.435,35.074,32.936,29.72,200,277579,70112,com,474.664
37.124,66.616,43.026,28.71,200,277570,70113,com,950.388
8.065,35.425,35.688,27.43,200,277594,70114,com,510.943
4.708,29.619,38.313,26.31,200,277577,70114,com,662.091
5.793,32.472,32.911,27.19,200,277571,70115,com,485.755
13.961,43.439,37.043,26.49,200,277744,70116,com,528.091
45.159,74.911,55.553,25.28,200,143,70116,com,159.926
15.213,39.122,39.317,22.93,200,143,70116,com,103.655
2.902,29.916,38.142,23.72,200,143,70116,com,97.906
10.159,41.913,45.008,23.53,200,143,70117,com,119.39
11.166,37.677,38.186,22.78,200,143,70117,com,105.047
12.034,37.702,35.054,24.28,200,143,70117,com,108.919
4.698,37.443,42.424,23.38,200,143,70117,com,108.895
18.089,46.077,44.026,31.87,200,143,70117,com,121.963
14.797,43.596,46.301,23.42,200,143,70118,com,123.75
14.403,44.392,50.064,23.15,200,143,70118,com,128.709
40.127,97.683,71.056,57.67,200,120361,70119,org,389.779
3.231,62.645,69.478,57.39,200,120361,70119,org,377.284
15.32,72.522,71.905,55.69,200,120361,70120,org,397.163
7.492,86.154,67.51,56.8,200,120361,70120,org,399.383
14.513,92.274,67.658,57.25,200,120361,70121,org,400.831
15.605,77.503,74.655,57.14,200,120361,70122,org,374.78
14.596,75.552,72.723,70.84,200,120361,70122,org,464.493
12.059,70.793,71.56,56.45,200,120361,70123,org,379.022
8.686,64.952,63.279,56.54,200,120361,70124,org,371.414
15.133,74.104,71.428,56.02,200,120361,70124,org,406.51
37.649,69.868,77.579,27.01,200,201253,70125,com,301.319
13.005,42.232,64.421,32.22,200,201253,70125,com,262.084
7.975,34.279,88.935,26.91,200,201253,70125,com,301.963
1.075,29.27,83.713,27.7,200,201253,70126,com,275.312
1.64,84.058,86.512,29.51,200,201253,70126,com,333.851
13.708,45.827,75.548,28.41,200,201253,70127,com,280.726
3.938,33.04,81.294,29.66,200,201253,70127,com,301.948
14.34,60.436,61.873,29.47,200,201253,70128,com,287.694
8.698,39.082,76.221,27.51,200,201253,70128,com,292.226
6.092,36.638,83.481,29.82,200,201253,70128,com,288.56
46.694,288.411,256.04,243.24,200,164650,70131,org,1663.504
5.7,253.286,256.344,242.72,200,164650,70134,org,1739.752
2.889,248.237,256.041,243.9,200,164650,70139,org,1692.652
8.399,252.583,249.001,243.49,200,164650,70142,org,1616.264
15.593,256.236,249.882,242.77,200,164650,70144,org,1619.8
9.401,248.74,250.251,243.2,200,164650,70147,org,1584.424
11.791,260.61,254.916,242.73,200,164650,70149,org,1651.771
11.75,270.384,266.488,245.27,200,164650,70152,org,1630.723
43.439,71.491,84.034,26.94,200,254738,70155,com,336.262
10.928,40.779,39.221,26.36,200,254738,70155,com,238.589
12.499,40.74,37.363,25.92,200,254738,70156,com,241.083
6.041,34.003,35.691,30.57,200,254738,70156,com,237.001
24.363,51.124,37.464,25.81,200,254738,70156,com,262.262
13.735,41.314,38.719,26.41,200,254738,70157,com,230.296
14.699,43.274,44.053,27.3,200,254738,70157,com,383.796
3.131,29.96,55.615,29.73,200,254738,70158,com,252.601
1.881,27.688,33.886,26.11,200,254738,70158,com,248.095
3.818,29.625,38.955,28.29,200,254738,70158,com,224.086
51.438,79.771,64.162,27.82,200,51133,70159,net,437.204
1.851,27.327,37.361,25.99,200,51133,70159,net,364.521
1.782,36.623,46.902,27.37,200,51133,70200,net,374.858
1.582,27.965,39.604,27.13,200,51133,70200,net,373.951
1.569,27.936,43.358,26.44,200,51133,70201,net,373.199
10.81,37.565,40.1,26.77,200,51133,70201,net,374.584
13.43,60.283,35.845,26.09,200,51133,70202,net,389.667
16.858,73.46,41.376,27.83,200,51133,70202,net,410.261
10.172,36.961,34.35,27.22,200,51133,70203,net,363.481
3.453,30.847,34.312,27.21,200,51133,70203,net,347.105
35.479,93.675,91.252,57.45,200,48673,70204,org,310.959
11.06,66.19,65.639,59.32,200,48673,70204,org,248.652
11.841,69.883,66.212,61.61,200,48673,70205,org,263.982
13.48,84.492,67.02,57.86,200,48673,70205,org,280.245
15.762,92.716,67.168,62.22,200,48673,70206,org,312.862
14.927,72.515,64.676,57.92,200,48673,70206,org,273.646
13.027,69.266,64.007,57.1,200,48673,70207,org,248.006
1.8,60.77,64.051,58,200,48673,70207,org,248.487
3.553,62.671,64.507,58.11,200,48673,70208,org,254.816
12.45,70.658,66.709,57.04,200,48673,70208,org,255.418
44.749,120.828,132.591,72.83,200,573311,70209,com,730.926
8.548,93.661,82.303,74.47,200,573311,70210,com,656.904
5.417,99.034,88.01,72.98,200,573310,70211,com,658.997
6.174,78.202,79.24,71.84,200,573311,70212,com,624.829
9.911,83.403,81.36,71.75,200,573311,70213,com,642.096
13.638,89.223,85.338,72.3,200,573311,70214,com,632.799
14.879,89.823,83.535,72.39,200,573313,70215,com,654.017
4.348,79.965,83.561,71.93,200,573314,70216,com,650.911
5.462,99.837,82.431,75.61,200,573313,70217,com,685.506
17.717,96.217,82.229,72.47,200,573314,70218,com,667.807
47.851,105.759,79.898,57.14,200,543505,70219,net,1314.631
18.53,95.146,66.333,59.16,200,377342,70220,net,767.748
11.885,71.247,74.626,57.02,200,543505,70221,net,824.478
5.535,63.601,73.754,57.9,200,543506,70223,net,862.838
15.681,70.787,65.442,58.97,200,543506,70224,net,801.06
44.62,102.15,71.014,58.05,200,543506,70225,net,828.637
7.636,62.931,63.034,57.2,200,543506,70226,net,815.949
7.017,70.306,65.414,58.38,200,543505,70228,net,1628.866
13.042,68.227,63.969,57.53,200,543258,70229,net,802.671
10.993,68.785,65.15,56.71,200,543505,70230,net,1101.011
